"id","repository_name","home_page","oai_pmh"
1076,SciELO - Venezuela,http://www.scielo.org.ve/,http://www.scielo.org.ve/oai/scielo-oai.php
1077,Science Attic,http://science-attic.org/,http://science-attic.org/dp/oai2.php
1078,Scientific Correspondences Project,http://www.correspondances.cnrs.fr/,http://www.correspondances.cnrs.fr/oai/oai2.php
1079,SCIndeks - Serbian Citation Index,http://scindeks.nb.rs/Default.aspx?lang=en,
1080,"SciRePrints, Science and Religion Dialogue Prints",http://scireprints.lu.lv/,http://scireprints.lu.lv/cgi/oai2
1081,Scuola Internazionale Superiore di Studi Avanzati (Sissa) Multimedia Database,http://mmdb.sissa.it/,http://mmdb.sissa.it/perl/oai
1082,SeDiCI,http://sedici.unlp.edu.ar/,http://sedici.unlp.edu.ar/oai/request
1083,Search4Dev,http://www.search4dev.nl/,http://dare.uva.nl/cgi/arno/oai/dprn
1084,seeKSpace: 主页,http://seekspace.resip.ac.cn/,
1085,SERPENT Image and Video Archive,http://archive.serpentproject.com/,http://archive.serpentproject.com/perl/oai2
1086,Serveur de Documents Science et Culture France-Japon,http://servdoc.jp.cnrs.fr/,http://servdoc.jp.cnrs.fr/perl/oai2
1087,Service de documentation en études et interventions régionales (SDEIR) - Saguenay-Lac-Saint-Jean,http://sdeir.uqac.ca/,http://sdeir.uqac.ca/metadata/oai.asp
1088,Servicios Bibliotecarios de la Universidad de Los Andes,http://www.serbi.ula.ve/,http://platon.serbi.ula.ve/librum/oai/oai2.php
1089,SerWisS - Server für Wissenschaftliche Schriften der Fachhochschule Hannover,http://opus.bsz-bw.de/fhhv/,http://opus.bsz-bw.de/fhhv/oai2/oai2.php
1090,Shinshu University Institutional Repository,https://soar-ir.shinshu-u.ac.jp/,http://soar-ir.shinshu-u.ac.jp/dspace-oai/request
1091,Siddha Articles |,http://www.freewebs.com/siddhapapers/,
1092,Sidewalk Repository ,http://sipubs.dlib.vt.edu:9090/,http://sipubs.dlib.vt.edu:9090/perl/oai2
1093,Simon Fraser University: CoLab Document Server,http://eprints.cecm.sfu.ca/,http://eprints.cecm.sfu.ca/perl/oai2
1094,Simon Fraser University: Institutional Repository,http://ir.lib.sfu.ca/,http://ir.lib.sfu.ca/dspace-oai
1095,SIOExplorer  Scripps Institution of Oceanography ,http://nsdl.sdsc.edu/,http://nsdl.sdsc.edu/oai-server/oai.cgi
1096,SISSA Digital Repository,https://digitallibrary.sissa.it/,https://digitallibrary.sissa.it/dspace-oai/request
1097,Sistema de Sumissão de Teses e Dissertações Eletrônicas,http://bdtd.bczm.ufrn.br/tedesimplificado/,http://bdtd.bczm.ufrn.br/tedesimplificado/tde_oai/oai2.php
1098,Sistema Eletrônico de Editoração de Revistas,http://revcom.portcom.intercom.org.br/index.php/anuariolusofono/,http://revcom.portcom.intercom.org.br/index.php/index/oai
1099,Sistema Eletrônico de Editoração de Revistas,http://revcom.portcom.intercom.org.br/,http://revcom.portcom.intercom.org.br/index.php/index/oai
1100,Sistema Eletrônico de Editoração de Revistas,http://revcom.portcom.intercom.org.br/index.php/cs_um/,http://revcom.portcom.intercom.org.br/index.php/index/oai
1101,Sistema Nou-Rau: Biblioteca Digital da Unicamp,http://libdigi.unicamp.br/,http://libdigi.unicamp.br/OAI/oai-pmh(v2.0).xsl
1102,Sistema Nou-Rau:Biblioteca Digital da Universidade Estadual de Maringá,http://www.nou-rau.uem.br/nou-rau/,
1103,Site des thèses de l'Université Toulouse III - Paul Sabatier - thesesups,http://thesesups.ups-tlse.fr/,http://thesesups.ups-tlse.fr/cgi/oai2
1104,SMU Central University Libraries,http://www.smu.edu/cul,http://www.smu.edu/culperl/oai2
1105,SNAP Repository,http://snap.archivum.ws/dspace/,http://snap.archivum.ws/dspace-oai/request
1106,SOAR at Wichita State University Libraries,http://soar.wichita.edu/,http://soar.wichita.edu/dspace-oai/request
1107,Sochi Research Center of the Russian Academy of Sciences | Сочинский научно-исследовательский центр Российской академии наук,http://kizilova.socionet.ru/oai/dcauql_1/oai.xml,http://kizilova.socionet.ru/oai/dcauql_1/oai.cgi
1108,Social Research in Transport (SORT) Clearinghouse,http://www.sortclearinghouse.info/,http://www.sortclearinghouse.info/cgi/oai2.cgi
1109,Social Science Research Network (SSRN) Home Page,http://www.ssrn.com/,
1110,Sociological Institute of the Russian  Academy of Sciences,http://siras.socionet.ru/oai/socorg_1/oai.xml ,http://siras.socionet.ru/oai/socorg_1/oai.cgi
1111,Socionet Social Sciences Information Space,http://spz.socionet.ru/,http://spz.socionet.ru/oai/oai.cgi
1112,solar - Benvenuto in CNR Solar,http://solar.bice.rm.cnr.it/,http://solar.bice.rm.cnr.it/perl/oai2
1113,Southampton Crystal Structure Report Archive,http://ecrystals.chem.soton.ac.uk/,http://ecrystals.chem.soton.ac.uk/perl/oai2
1114,Southern Cross University: ePublications@SCU,http://epubs.scu.edu.au/ ,http://epubs.scu.edu.au/cgi/oai2.cgi
1115,Southern Taiwan University Institutional Repository,http://ir.lib.stut.edu.tw/,http://ir.lib.stut.edu.tw/dspace-oai/request
1116,Spectrum: Concordia University Research Repository,http://spectrum.library.concordia.ca/,http://spectrum.library.concordia.ca/cgi/oai2
1117,Sprouts | Working Papers on Information Systems - Sprouts,http://sprouts.aisnet.org/,http://sprouts.aisnet.org/cgi/oai2
1118,SSPAL.Doc: Home page,http://doc.sspal.it/,http://doc.sspal.it/dspace-oai/request
1119,Statistics and Operations Research Transactions - SORT,http://www.idescat.es/sort/,
1120,Stirling Online Research Repository (STORRE),https://dspace.stir.ac.uk/,https://dspace.stir.ac.uk/oai/request
1121,"Studies in Learning, Evaluation, Innovation and Development",http://sleid.cqu.edu.au/,http://sleid.cqu.edu.au/oai/
1122,Superior Tribunal de Justiça Biblioteca Digital Juridica,http://bdjur.stj.gov.br/,http://bdjur.stj.gov.br/dspace-oai/request
1123,SURE (Shizuoka University REpository),http://ir.lib.shizuoka.ac.jp/,http://ir.lib.shizuoka.ac.jp/dspace-oai/request
1124,Surrey Research Insight,http://epubs.surrey.ac.uk/,http://epubs.surrey.ac.uk/cgi/oai2.cgi
1125,Swansea Metropolitan University Repository,http://dspace.smu.ac.uk/dspace/,http://dspace.smu.ac.uk/dspace-oai/request
1126,Swedish Institute of Computer Science Publications Database,http://eprints.sics.se/,http://eprints.sics.se/perl/oai2
1127,Epsilon Undergraduate Theses Archive,http://ex-epsilon.slu.se/,http://ex-epsilon.slu.se/perl/oai2
1128,Swinburne Research Bank : Open Access Repository of Swinburne's Research Publications | Home,http://researchbank.swinburne.edu.au/,http://researchbank.swinburne.edu.au:8080/fedora/oai
1129,Sycamore Scholars at Indiana State University,http://scholars.indstate.edu/,http://bengal.indstate.edu/oai/request
1130,Sydney eScholarship,http://ses.library.usyd.edu.au/,http://ses.library.usyd.edu.au/oai/request
1131,Systems Competence Area Document Server,http://sysdoc.com.dtu.dk/,http://sysdoc.com.dtu.dk/oai2d.py/
1132,T-Space at The University of Toronto Libraries,https://tspace.library.utoronto.ca/,http://tspace.library.utoronto.ca/tspace-oai/request
1133,T2R2 (Tokyo Tech Research Repository),http://t2r2.star.titech.ac.jp/index.html,http://t2r2.star.titech.ac.jp/oaipmh/OAIHandler
1134,Taipei Medical University Repository,http://libir.tmu.edu.tw/,http://libir.tmu.edu.tw/ir-oai/request
1135,Taiwan Academic Institutional Repository,http://ir.lib.ncut.edu.tw/,http://ir.lib.ncut.edu.tw/dspace-oai/request
1136,Taiwan Academic Institutional Repository,http://ir.cmu.edu.tw/ir/,http://ir.cmu.edu.tw/ir-oai/request
1137,Tamkang University Institutional Repository,http://tkuir.lib.tku.edu.tw:8080/dspace/,http://tkuir.lib.tku.edu.tw:8080/dspace-oai/request
1138,Te Tumu Eprints Repository ,http://eprintstetumu.otago.ac.nz/,http://eprintstetumu.otago.ac.nz/perl/oai2
1139,Teaching and Learning Research Programme TLRP Publications,http://www.tlrp.org/dspace/,http://www.tlrp.org/dspace-oai/request
1140,TeaPot - Ochanomizu University Web Library Institutional Repository,http://teapot.lib.ocha.ac.jp/ocha/?locale=en,http://teapot.lib.ocha.ac.jp/ocha-oai/request
1141,Technischen Universität Berlin: Musikwissenschaft,http://www.musikwissenschaft.tu-berlin.de/wi,http://www.musikwissenschaft.tu-berlin.de/wi
1142,Tecnociencia : E-revistas : Revistas científicas electrónicas,http://www.tecnociencia.es/e-revistas,
1143,TED Ankara College,http://eprints.tedankara.k12.tr/,http://eprints.tedankara.k12.tr/cgi/oai2
1144,Ted Nelson,http://tprints.ecs.soton.ac.uk/,http://tprints.ecs.soton.ac.uk/perl/oai2
1145,TEL (self-archived doctoral theses),http://tel.ccsd.cnrs.fr/,http://tel.ccsd.cnrs.fr/perl/oai20
1146,Temaria - Revistas digitales de biblioteconomía y documentación,http://temaria.net/,http://temaria.net/metadatos.php
1147,Temaria: revistas digitales de biblioteconomía y documentación,http://www.temaria.net/,http://www.temaria.net/metadatos.php
1148,TEORA - Telemark Open Research Archive,http://teora.hit.no/,http://teora.hit.no/dspace-oai/request
1149,Terkko Document Space,http://tds.terkko.helsinki.fi/,http://tds.terkko.helsinki.fi/dspace-oai/request
1150,Tesis Doctorals en Xarxa (TDX),http://www.tdx.cbuc.es/,http://www.tdr.cesca.es/TDR_UM/NDLTD-OAI/oai.pl
1151,Tesis Electrónicas UACh,http://cybertesis.uach.cl/,
1152,Texas Digital Library,http://repositories.tdl.org/,http://repositories.tdl.org/dspace-oai/request
1153,The American South: Resources in Culture and History,http://www.americansouth.org/,
1154,The Arts and Humanities Data Service ,http://ahds.ac.uk/,http://ahds.ac.uk/srvc-oai/provider
1155,The Atlantic Canada Portal E-Print Repository,http://atlanticportal.hil.unb.ca:8000/,http://atlanticportal.hil.unb.ca:8000/perl/oai2
1156,The Bichler & Nitzan Archives,http://bnarchives.yorku.ca/,http://bnarchives.yorku.ca/perl/oai2
1157,The BUE e-print repository,http://e-prints.bue.edu.eg/,http://e-prints.bue.edu.eg/perl/oai2
1158,"The Department of International Economic and Political Studies, The Institute of Economy, Russian Academy of Sciences | Отделение международных экономических и политических исследований (Филиал Института экономики РАН)",http://sokolova.socionet.ru/oai/ecoorg_omepi/oai.xml,http://sokolova.socionet.ru/oai/ecoorg_omepi/oai.cgi
1159,Texas A&M University Digital Repository,http://oaktrust.library.tamu.edu,http://oaktrust.library.tamu.edu/dspace-oai/request?verb=ListSets
1160,The Harrow,http://www.theharrow.com/,http://www.theharrow.com/journal/oai/
1161,The Insight Journal,http://www.insight-journal.org/,http://www.insight-journal.org/dspace-oai/request
1162,The Institute of state and law|Институт государства и права РАН,http://igp.socionet.ru/oai/socorg_1/oai.xml ,http://igp.socionet.ru/oai/socorg_1/oai.cgi
1163,The Institute of World Economy and International Relations. Russian Academy of Sciences,http://imemo.socionet.ru/oai/polorg_1/oai.xml ,http://imemo.socionet.ru/oai/polorg_1/oai.cgi
1164,The Journal of Community Informatics,http://ci-journal.net/,http://ci-journal.net/oai/
1165,The Learning Exchange,http://www.iriss.ac.uk/openlx/,http://learnx.iriss.ac.uk/IntraLibrary-OAI?
1166,The Linnean Collections,http://www.linnean-online.org/,http://www.linnean-online.org/cgi/oai2
1167,The Online Library for Land-based Industries,http://www.openfields.org.uk/,
1168,The PubChem Project,http://pubchem.ncbi.nlm.nih.gov/,
1169,The University of Adelaide Digital Library: Home,http://digital.library.adelaide.edu.au/dspace/,http://digital.library.adelaide.edu.au/dspace-oai/request
1170,The University of Bolton Institutional Repository (UBIR),http://ubir.bolton.ac.uk/,http://digitalcommons.bolton.ac.uk/cgi/oai2.cgi
1171,Theoretical and Applied Economics,http://www.ectap.ro/,
1172,Theseus - ammattikorkeakoulujen verkkokirjasto,http://www.theseus.fi/,http://www.theseus.fi/dspace-oai/request
1173,THESIS AT THE UNIVERSITY OF TAMPERE,http://tutkielmat.uta.fi/index_en.php,
1174,Thesys,http://www.lib.nsysu.edu.tw/eThesys/index.php,http://etd.lib.nsysu.edu.tw/ETD-db/NDLTD-OAI/oai.pl
1175,Tiempos Modernos: Revista Electrónica de Historia Moderna,http://www.tiemposmodernos.org/,http://www.tiemposmodernos.org/oai/
1176,Tilburg University -Theses database,http://dbiref.uvt.nl:4242/iPort?request=search_form&db=scr&language=eng,
1177,TOJDE,http://tojde.anadolu.edu.tr/,
1178,Tokyo Dental College Institutional Repository : IRUCAA@TDC,http://ir.tdc.ac.jp/,http://ir.tdc.ac.jp/dspace-oai/request
1179,Tokyo Gakugei University Repository System,http://ir.u-gakugei.ac.jp/?lang=en,http://ir.u-gakugei.ac.jp/dspace-oai/request
1180,TopSCHOLAR,http://digitalcommons.wku.edu/,http://digitalcommons.wku.edu/cgi/oai2.cgi
1181,TOUR(TOhoku University Repository),https://ir.library.tohoku.ac.jp/re/,http://ir.library.tohoku.ac.jp/re-oai/request
1182,Trakya Universitesi Açık Erişim Bilgi Kaynakları Otomasyonu,http://193.255.140.18/YordamAAYS/Yordam.htm,http://193.255.140.18/oai/oai2.php
1183,Trinity Digital Collections ,http://trinity.cdmhost.com/index.php,
1184,Trinity University,http://digitalcommons.trinity.edu/,http://digitalcommons.trinity.edu/cgi/oai2.cgi
1185,TropMed Central Antwerp,http://dspace.itg.be/,http://dspace.itg.be/dspace-oai/request
1186,TRUST Academy Onlline,https://tao.truststc.org/,http://tao.truststc.org/zoai
1187,TU Delft Publications,http://repository.tudelft.nl/,http://repository.tudelft.nl/oai
1188,TUBdok - Dokumentenserver der TUB Hamburg-Harburg,http://doku.b.tu-harburg.de/,http://doku.b.tu-harburg.de/oai/oai2.php
1189,tuprints,http://tuprints.ulb.tu-darmstadt.de/,http://tuprints.ulb.tu-darmstadt.de/cgi/oai2
1190,TUT DPub Home,http://dspace.cc.tut.fi/dpub/,
1191,Tver State University Repository,http://eprints.tversu.ru/,http://eprints.tversu.ru/cgi/oai2
1192,U Saskatchewan E-Theses,http://library2.usask.ca/etd/ETD-browse/browse,http://library.usask.ca/etd/OAI/oai.pl
1193,UBC cIRcle,https://circle.ubc.ca/,https://circle.ubc.ca/oai/request
1194,UBC ETD - Electronic Theses and Dissertation,http://ahousat.library.ubc.ca/,http://ahousat.library.ubc.ca/ETD-db/NDLTD-OAI/oai.pl
1195,Ubi Thesis - Conhecimento Online,http://ubithesis.ubi.pt/,http://ubithesis.ubi.pt/oaiextended/request
1196,UC Research Repository,http://ir.canterbury.ac.nz/,http://ir.canterbury.ac.nz/dspace-oai/request
1197,UCT Lawspace,http://lawspace.law.uct.ac.za/,http://lawspace.law.uct.ac.za:8080/dspace-oai/request
1198,UCyL Digital Library-EOKA collections,http://library.ucy.ac.cy/digital_library/english/simae_en/eoka_en.htm,
1199, UFMG Database Group,http://www.lbd.dcc.ufmg.br/,http://www.lbd.dcc.ufmg.br/cgi-bin/bdbcomp/oai2/oai.pl
1200,Uganda Scholarly Digital Library (USDL),http://dspace.mak.ac.ug/,
1201,UHI Research Repository,http://uhi.kipling.lib.ed.ac.uk/,http://uhi.kipling.lib.ed.ac.uk/dspace-oai/request
1202,UKDA-store Home Page,http://store.data-archive.ac.uk/store/,
1203,UKPMC: UK PubMed Central,http://ukpmc.ac.uk/,http://ukpmc.ac.uk/oai.cgi
1204,Ulm University DBIS EPub,http://dbis.eprints.uni-ulm.de/,http://dbis.eprints.uni-ulm.de/perl/oai2
1205,UMS Digital Library - Selamat datang di UMS Digital Library,http://eprints.ums.ac.id/,http://eprints.ums.ac.id/cgi/oai2
1206,UNC ETD: School of Information and Library Science (SILS),http://bioivlab.ils.unc.edu:8080/,http://bioivlab.ils.unc.edu:8080/jspoai/oai.jsp
1207,UnissResearch,http://eprints.uniss.it/,http://eprints.uniss.it/cgi/oai2
1208,Unitn-eprints.PhD - University of Trento,http://eprints-phd.biblio.unitn.it/,http://eprints-phd.biblio.unitn.it/cgi/oai2
1209,Unitus DSpace: Unitus DSpace Home,http://dspace.unitus.it/,http://dspace.unitus.it/dspace-oai/request
1210,Univeristà Iuav di Venezia - D-L Ricerca,http://rice.iuav.it/,http://rice.iuav.it/cgi/oai2
1211,Universidad Autonoma Gabriel Rene Moreno,http://tesis.epg.uagrm.edu.bo/sdx/uagrm,http://tesis.epg.uagrm.edu.bo/sdx/sdx/oai
1212,Universidad Casa Grande,http://dspace.casagrande.edu.ec/,
1213,Universidad de Burgos - Repositorio Institucional. Tesis Doctorales,http://dspace.ubu.es:8080/tesis/,http://dspace.ubu.es:8080/tesis-oai/request
1214,Universidad de La Sabana,http://biblioteca.unisabana.edu.co/,http://biblioteca.unisabana.edu.co/tesis/oai.php
1215,Universidad de los Andes digital repository,http://dspace.uniandes.edu.co/,
1216,Universidad Mayor San Andres (Bolivia),www.cybertesis.umsa.bo,http://www.cybertesis.umsa.bo:8080/sdx/sdx/oai/umsa/documents
1217,Universidad Nacional de Ingeniería (UNI),http://cybertesis.uni.edu.pe/,http://cybertesis.uni.edu.pe/sdx/sdx/oai/uni/documents
1218,Universidad Nacional de Piura - Cybertesis Perú,http://bcasm.unp.edu.pe/sdx/unp,http://bcasm.unp.edu.pe/sdx/sdx/oai/unp/documents
1219,Universidad Ricardo Palma,http://www.urp.edu.pe/cybertesis,http://cybertesis.urp.edu.pe/sdx/sdx/oai/urp/documents
1220,Universidade de Coimbra,https://estudogeral.sib.uc.pt:8443/dspace/,https://estudogeral.sib.uc.pt:8443/dspace-oai/request
1221,Universidade de Santiago de Compostela,http://dspace.usc.es/,http://dspace.usc.es/oai/request
1222,Universidade do Minho: RepositoriUM,https://repositorium.sdum.uminho.pt/,http://repositorium.sdum.uminho.pt/oai/oai
1223,UNIVERSITI PUTRA MALAYSIA INSTITUTIONAL REPOSITORY - PSAS IR,http://psasir.upm.edu.my/,http://psasir.upm.edu.my/cgi/oai2
1224,Universiti Teknologi Malaysia Institutional Repository (UTM-IR),http://eprints.utm.my/,http://eprints.utm.my/cgi/oai2
1225,Universiti Utara Malaysia UUM IRepository,http://repo.uum.edu.my/,http://repo.uum.edu.my/cgi/oai2
1226,University Alliance Finland,http://www.yliopistoallianssi.fi/alliance.html,
1227,UCL Discovery,http://discovery.ucl.ac.uk/,http://discovery.ucl.ac.uk/cgi/oai2
1228,University of Bath Online Publications Store - OPuS,http://opus.bath.ac.uk/,http://opus.bath.ac.uk/cgi/oai2
1229,University of Birmingham: ePapers,http://epapers.bham.ac.uk/,http://epapers.bham.ac.uk/cgi/oai2
1230,University of Birmingham: eTheses,http://etheses.bham.ac.uk/,http://etheses.bham.ac.uk/cgi/oai2
1231,"University of Botswana Research, Innovation and Scholarship Archive",http://www.ubrisa.ub.bw/,
1232,University of Brighton Research Repository,https://research.brighton.ac.uk/,https://cris.brighton.ac.uk/ws/oai
1233, University of Cagliari UniCA Eprints ,http://veprints.unica.it/,http://veprints.unica.it/cgi/oai2
1234,University of Calgary,https://dspace.ucalgary.ca/,http://dspace.ucalgary.ca/oai/request
1235,University of Cape Town Computer Science Research Document Archive,http://pubs.cs.uct.ac.za/,http://pubs.cs.uct.ac.za/perl/oai2
1236,University of Cincinnati Digital Resource Commons,http://drc.libraries.uc.edu/,http://drc.libraries.uc.edu/oai/request
1237,University of Cumbria Insight,http://insight.cumbria.ac.uk/,http://insight.cumbria.ac.uk/perl/oai2
1238,University of Delaware Library Institutional Repository,http://dspace.udel.edu/,http://dspace.udel.edu:8080/dspace-oai/request
1239,University of Dublin: Trinity College: TARA,http://www.tara.tcd.ie/,http://www.tara.tcd.ie/dspace-oai/request
1240,University of Durham e-Prints,http://dro.dur.ac.uk/,http://dro.dur.ac.uk/cgi/oai2
1241,University of East Anglia digital repository,https://ueaeprints.uea.ac.uk/,https://ueaeprints.uea.ac.uk/cgi/oai2
1242,University of Florida Digital Collections,http://www.uflib.ufl.edu/ufdc,http://ufdcweb3.uflib.ufl.edu/sobekcm_oai.aspx
1243,University of Fukui Repository (UFR): ホーム,http://repo.flib.fukui-u.ac.jp/dspace/,http://repo.flib.fukui-u.ac.jp/dspace-oai/request
1244,University of Ghent UGent Institutional Archive,http://biblio.ugent.be/,http://biblio.ugent.be/oai/
1245,University of Groningen,https://dspace.ub.rug.nl/,http://dspace.ub.rug.nl/dspace-oai/
1246,PropylaeumDok: repository of the Virtual Library of Classical studies,http://archiv.ub.uni-heidelberg.de/propylaeumdok/,http://archiv.ub.uni-heidelberg.de/propylaeumdok/cgi/oai2
1247,University of Hertfordshire Research Archive,http://uhra.herts.ac.uk/,http://uhra.herts.ac.uk/oai/request
1248,University of Huddersfield Repository,http://eprints.hud.ac.uk/,http://eprints.hud.ac.uk/perl/oai2
1249,University of Illinois/Chicago INDIGO,http://indigo.lib.uic.edu/,
1250,University of Kansas: KU ScholarWorks,http://kuscholarworks.ku.edu/,http://kuscholarworks.ku.edu/dspace-oai/request
1251,University of Limerick Institutional Repository,http://ulir.ul.ie/,
1252,University of Lincoln Institutional Repository,http://eprints.lincoln.ac.uk/,http://eprints.lincoln.ac.uk/cgi/oai2
1253,University of Liverpool Research Archive,https://research-archive.liv.ac.uk/,http://research-archive.liv.ac.uk/cgi/oai2
1254,University of Ljubljana Computer and Information Science ePrints.fri,http://eprints.fri.uni-lj.si/,http://eprints.fri.uni-lj.si/perl/oai2
1255,University of Messina: Documenti ,http://cab.unime.it/mus,
1256,University of Michigan: Deep Blue,http://deepblue.lib.umich.edu/,http://deepblue.lib.umich.edu/dspace-oai/request
1257,University of Minnesota Digital Conservancy,http://conservancy.umn.edu/,
1258,Dadun: Depósito Académico Digital de la Universidad de Navarra,http://dspace.unav.es/,http://dspace.unav.es/dspace-oai/request/
1259,University of New Mexico Institutional Repository,https://repository.unm.edu/,https://repository.unm.edu/dspace-oai/request
1260,University of New Orleans Digital Research Collections,http://louisdl.louislibraries.org/CUPA/Pages/repository.html,
1261,University of North Carolina: Electronic Theses and Dissertations,http://etd.ils.unc.edu/,http://etd.ils.unc.edu/dspace-oai/request
1262,University of Oregon Scholars' Bank,https://scholarsbank.uoregon.edu/,http://scholarsbank.uoregon.edu/dspace-oai/request
1263,University of Oxford Mathematical Institute Eprints Archive,http://eprints.maths.ox.ac.uk/,http://eprints.maths.ox.ac.uk/perl/oai2
1264,University of Parma,http://dspace-unipr.cilea.it/,http://dspace-unipr.cilea.it/dspace-oai/request
1265,University of Piraeus Library,http://digilib.lib.unipi.gr/dspace/?,http://digilib.lib.unipi.gr/dspace-oai/
1266,University of Pisa UnipiEprints ,http://eprints.adm.unipi.it/,http://eprints.adm.unipi.it/perl/oai2
1267,University of Pittsburgh ETD Submission Page,http://etd.library.pitt.edu/ETD-db/index_author.html,http://etd.library.pitt.edu/ETD-db/NDLTD-OAI2/oai.pl
1268,University of Pittsburgh Minority Health Archive,http://minority-health.pitt.edu/,http://minority-health.pitt.edu/perl/oai2
1269,University of Pittsburgh: Clinical Aphasiology ,http://aphasiology.pitt.edu/,http://aphasiology.pitt.edu/perl/oai2
1270,University of Porto: Faculty of Engineering,http://digitool.fe.up.pt/,http://digitool.fe.up.pt/OAI-PUB
1271,University of Portsmouth ,https://researchportal.port.ac.uk/portal/,https://researchportal.port.ac.uk/ws/oai?verb=ListRecords&metadataPrefix=uketd_dc&set=studenttheses:all
1272,University of Pretoria Electronic Theses and Dissertations,http://upetd.up.ac.za/UPeTD.htm,http://upetd.up.ac.za/ETD-db/NDLTD-OAI2/oai.pl
1273,University of Queensland ePrint Archive,http://eprint.uq.edu.au/,http://eprint.uq.edu.au/perl/oai2
1274,University of Queensland eSpace,http://espace.library.uq.edu.au/,http://espace.library.uq.edu.au/oai.php
1275,University of Regina Campus Digital Archive,http://dspace.cc.uregina.ca/dspace,http://dspace.cc.uregina.ca/dspace-oai/request
1276,University of Rochester Digital Repository,https://dspace.lib.rochester.edu/,http://dspace.lib.rochester.edu/oai/
1277,University of Salford Institutional Repository,http://usir.salford.ac.uk/,http://usir.salford.ac.uk/cgi/oai2
1278,University of Sheffield: Department of Computer Science Archive,http://publications.dcs.shef.ac.uk/,
1279,University of Southampton: e-Prints Soton,http://eprints.soton.ac.uk/,http://eprints.soton.ac.uk/cgi/oai2
1280,University of Southern Queensland ePrints,http://eprints.usq.edu.au/,http://eprints.usq.edu.au/perl/oai2
1281,University of St Andrews Digital Research Repository,https://research-repository.st-andrews.ac.uk/,https://research-repository.st-andrews.ac.uk/dspace-oai/request
1282,University of St.Gallen - Alexandria,http://www.alexandria.unisg.ch/,http://www.alexandria.unisg.ch/EXPORT/OAI/server.oai
1283,University of Strathclyde,http://strathprints.strath.ac.uk/,http://strathprints.strath.ac.uk/cgi/oai2
1284,Sussex Research Online at University of Sussex,http://sro.sussex.ac.uk/,http://sro.sussex.ac.uk/cgi/oai2
1285,University of Tampere - Dissertations,http://acta.uta.fi/english/,
1286,University of Tampere Electronic Publications,http://tampub.uta.fi/english/index.php ,
1341,Wageningen University and Research Centre,http://library.wur.nl/way/,http://library.wur.nl/oai
1287,University of Tasmania Open Access Repository,https://eprints.utas.edu.au/,https://eprints.utas.edu.au/perl/oai2
1288,"University of Technology, Sydney: UTSiResearch Scholarly Works",http://utsescholarship.lib.uts.edu.au/iresearch/scholarly-works/,http://epress.lib.uts.edu.au/dspace-oai/request
1289,University of Tennessee Libraries: Digital Library Center,http://diglib.lib.utk.edu/,http://diglib.lib.utk.edu/oai/oai20.php
1290,University of Tennessee Sunsite Open Archives Initiative Repository,http://oai.sunsite.utk.edu/,http://oai.sunsite.utk.edu/cgi-bin/oai2.cgi
1291,University of Texas at El Paso: DigitalCommons@UTEP,http://digitalcommons.utep.edu/,http://digitalcommons.utep.edu/cgi/oai2.cgi
1292,University of the Ryukyus Repository,http://ir.lib.u-ryukyu.ac.jp/,http://ir.lib.u-ryukyu.ac.jp/dspace-oai/request
1293,University of Toronto Scarborough Campus: UTSC Experimental Eprints Archive,http://eprints.utsc.utoronto.ca/,http://eprints.utsc.utoronto.ca/perl/oai2
1294,University of Trento : UNITN-eprints,http://eprints.biblio.unitn.it/,http://eprints.biblio.unitn.it/perl/oai2
1295,"University of Tuebingen, GERMANY, TOBIAS-lib",http://tobias-lib.uni-tuebingen.de/,http://tobias-lib.uni-tuebingen.de/oai2/oai2.php
1296,University of Twente Repository,http://doc.utwente.nl/,http://doc.utwente.nl/cgi/oai2
1297,USpace - University of Utah Institutional Repository,http://uspace.utah.edu/,
1298,University of Warwick Centre for Scientific Computing,http://eprints.csc.warwick.ac.uk/,http://eprints.csc.warwick.ac.uk/perl/oai2
1299,University of Washington,https://digital.lib.washington.edu/dspace/,http://digital.lib.washington.edu/dspace-oai/request
1300,University of Washington: Structural Informatics Group Publications,http://sigpubs.biostr.washington.edu/,http://sigpubs.biostr.washington.edu/perl/oai2
1301,University of Waterloo Electronic Thesis Database,http://uwspace.uwaterloo.ca/handle/10012/6,http://etheses.uwaterloo.ca/OAI/oai.cfm
1302,WinnSpace,http://winnspace.uwinnipeg.ca,http://winnspace.uwinnipeg.ca/oai
1303,University Papers,http://universitypapers.com/,http://universitypapers.com/perl/oai2
1304,AMS Acta - Alm@DL - Università di Bologna,http://amsacta.unibo.it/,http://amsacta.unibo.it/perl/oai2
1305,Università di Bologna AMS Miscellanea,http://amsmisc.cib.unibo.it/,http://amsmisc.cib.unibo.it/perl/oai2
1306,Universität Duisburg Essen: DuetT: Dokumentenserver Campus Duisburg,http://www.ub.uni-duisburg.de/ETD-db/,http://ub-www2.uni-duisburg.de:8080/cgi-oai2/2/OAI-XMLFile-2.1/XMLFile/DuetT/oai.pl
1307,Universität München: Elektronischen Publikationen,http://epub.ub.uni-muenchen.de/,http://epub.ub.uni-muenchen.de/perl/oai2
1308,Université de Montréal: Papyrus - Dépôt institutionnel numérique / Institutional Repository,http://papyrus.bib.umontreal.ca/,http://papyrus.bib.umontreal.ca/dspace-oai/request
